unit_type,phylo_group,broad_family,branch_class,terminal_snp_norm,surname_id,slava_id,region_id,location_id,lat,long
surname_region_terminal,E,non_I2,Founder,E-Y142744,Митић,Аранђеловдан,Јабланица,Лесковац,42.9951304,21.9464271
surname_region_terminal,E,non_I2,Founder,E-Z1057,Митић,Аранђеловдан,Врањско Поморавље,Трговиште,45.0202767,16.5612331
surname_region_terminal,R1a,non_I2,Founder,L1029,Митрашевић,Аранђеловдан,Североисточна Босна,Мачковац/Лопаре,44.6552975,18.8106768
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Митрић,Ђурђевдан,Средња Босна,Блажуј/Илиџа/Сарајево,43.8401451,18.258022
surname_region_terminal,PH908_primary,PH908_family,Founder,Y58629,Митрић,Јовањдан,Херцеговина,Равни/Мостар,43.4902999,17.8373719
surname_region_terminal,PH908_primary,PH908_family,Founder,FT14506,Митровић,Петковдан,Браничево,Љешница/Кучево,44.536349,21.5919021
surname_region_terminal,E,non_I2,Founder,E-BY165837,Митровић,Митровдан,Брда,Дучићи/Подгорица,42.479317,19.3895658
surname_region_terminal,R1a,non_I2,Founder,YP270,Митровић,Ђурђиц,Колубара,Мали Борак/Лајковац,44.4555515,20.2109902
surname_region_terminal,E,non_I2,Founder,E-Z16988,Митровић,Јовањдан,Мачва,Горње Кошље/Љубовија,44.1564287,19.5741074
surname_region_terminal,I1,non_I2,Founder,Y155080,Митровић,Никољдан,Рашка,Дајићи/Ивањица,43.4032587,20.2980393
surname_region_terminal,I1,non_I2,Founder,FGC22061,Митровић,Никољдан,Стари Влах,Церова/Ариље,43.7571406,20.1099523
surname_region_terminal,PH908_primary,PH908_family,Founder,FT14506,Митровић,Зачеће Св. Јована Крститеља,Херцеговина,Лука/Лапја/Требиње,42.6543069,18.3038914
surname_region_terminal,J2,non_I2,Relic,J-Z7671,Митровић,Аранђеловдан,Шумадија,Баћевац/Барајево,44.5853872,20.3752752
surname_region_terminal,R1b,non_I2,Founder,BY38894,Михаиловић,Митровдан,Шумадија,Кусадак/Смедеревска Паланка,44.3997222,20.8033333
surname_region_terminal,I1,non_I2,Relic,Y7666,Михајлов,Никољдан,Западни Банат,Панчево,44.8705686,20.6399643
surname_region_terminal,G,non_I2,Founder,G-Y128480,Михајловић,Јовањдан,Босанска Крајина,Мокроноге/Дрвар,44.3477268,16.4475046
surname_region_terminal,R1a,non_I2,Founder,Z280,Михајловић,Никољдан,Врањско Поморавље,Мањак/Владичин Хан,42.768522,22.1321
surname_region_terminal,I1,non_I2,Founder,FGC22061,Михајловић,Ђурђевдан,Косово,Дољане/Звечан,42.9263247,20.8103511
surname_region_terminal,E,non_I2,Founder,E-Z1057,Михајловић,Никољдан,Метохија,Мушутиште/Сува Река,42.298928600000004,20.8900745
surname_region_terminal,E,non_I2,Founder,E-Y142744,Михајловић,Јовањдан,Североисточна Босна,Чађавица Доња/Бијељина,44.7848293,19.0901929
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Михајловић,Мратиндан,Североисточна Босна,Велика Обарска/Бијељина,44.8017099,19.1712899
surname_region_terminal,N,non_I2,Founder,N-FGC28435,Михајловић,Никољдан,Североисточна Босна,Брезје/Челић,44.6777767,18.6712877
surname_region_terminal,R1a,non_I2,Founder,Y189493,Михајловић,Никољдан,Шумадија,Маскаре/Варварин,43.6783916,21.3801829
surname_region_terminal,R1b,non_I2,Relic,FT307035,Михаљевић,Св. Текла,Зета,Горњи Цеклин/Цетиње,42.389633,18.9246085
surname_region_terminal,PH908_primary,PH908_family,Relic,Y48807,Михић,Јовањдан,Херцеговина,Чаваш/Равно,42.8873119,17.9645863
surname_region_terminal,PH908_primary,PH908_family,Founder,Y56203,Михић,Никољдан,Херцеговина,Ходбина/Мостар,43.229703,17.8523897
surname_region_terminal,J2,non_I2,Founder,J-Y14439,Михојевић,Јовањдан,Херцеговина,Грмљани/Требиње,42.8360953,18.0292623
surname_region_terminal,PH908_primary,PH908_family,Founder,Y58629,Мичета,Јовањдан,Херцеговина,Убоско/Љубиње,43.0086063,18.0852893
surname_region_terminal,PH908_primary,PH908_family,Founder,FT14506,Мишељић,Ђурђевдан,Херцеговина,Мируше/Билећа,42.8360962,18.4631591
surname_region_terminal,E,non_I2,Founder,E-Z1057,Мишић,Ђурђиц,Браничево,Голубац,44.7046175,21.5371565
surname_region_terminal,N,non_I2,Founder,N-FT182494,Мишић,Никољдан,Североисточна Босна,Шадићи Горњи/Власеница,44.2671041,18.9844078
surname_region_terminal,PH908_primary,PH908_family,Founder,Y58629,Мишић,Јовањдан,Североисточна Босна,Скугрић/Модрича,44.9287003,18.3526975
surname_region_terminal,R1b,non_I2,Relic,Y221452,Мишковић,Срђевдан,Шумадија,Борач/Кнић,43.9606106,20.6061953
surname_region_terminal,N,non_I2,Founder,N-FT213937,Мишур,Јовањдан,Средња Босна,Сарајево,43.8570713,18.4126147
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Мишчевић,Јовањдан,Босанска Крајина,Медено Поље/Босански Петровац,44.565949,16.2756102
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Мишчевић,Јовањдан,Лика,Почитељ/Госпић,43.1345841,17.7319573
surname_region_terminal,I1,non_I2,Founder,FGC22061,Мијаиловић,Никољдан,Мачва,Дворска/Крупањ,44.4369444,19.3786111
surname_region_terminal,E,non_I2,Founder,E-Z38456,Мијаиловић,Аранђеловдан,Рашка,Митрова Река/Алуловиће/Нови Пазар,43.2202977,20.4497152
surname_region_terminal,J2,non_I2,Founder,J-Y155375,Мијаиловић,Ђурђевдан,Стари Влах,Опаљеник/Ивањица,43.5238149,20.1418447
surname_region_terminal,PH908_primary,PH908_family,Founder,FT14506,Мијановић,Никољдан,Херцеговина,Биоци/Требиње,42.83024265,18.21043565
surname_region_terminal,G,non_I2,Relic,G-M406,Мијатовић,Никољдан,Расина,Велики Купци/Крушевац,43.45825,21.2371822
surname_region_terminal,N,non_I2,Founder,N-FT213937,Мијатовић,Јовањдан,Стари Влах,Вучковица/Лучани,43.6742041,20.2638959
surname_region_terminal,PH908_primary,PH908_family,Founder,FT386055,Мијић,Аранђеловдан,Бачка,Буковац/Сомбор,45.7284366,19.0969598
surname_region_terminal,R1a,non_I2,Founder,L1029,Мијић,Никољдан,Босанска Крајина,Перна/Босанска Крупа,44.9074111,16.1038665
surname_region_terminal,E,non_I2,Founder,E-CTS11222,Мијовић,Никољдан,Херцеговина,Коњско/Требиње,42.6442494,18.4598538
surname_region_terminal,E,non_I2,Founder,E-Y7168,Мијуков,Ђурђевдан,Западни Банат,Ковин,44.7412405,20.9781361
surname_region_terminal,E,non_I2,Founder,E-Y142744,Миљановић,Јовањдан,Североисточна Босна,Прибој/Лопаре,44.6015596,18.9300839
surname_region_terminal,E,non_I2,Founder,E-Z16988,Миљановић,Аћимовдан,Херцеговина,Врпоље Љубомир/Требиње,42.7721798,18.3535268
surname_region_terminal,PH908_primary,PH908_family,Founder,BY93199,Миљешковић,Ивањдан,Зета,Миловићи/Тиват,42.3995835,18.6741249
surname_region_terminal,E,non_I2,Founder,E-Z1057,Миљковић,Алимпијевдан,Косово,Ловац/Звечан,42.9617891,20.7636038
surname_region_terminal,I1,non_I2,Founder,BY169301,Миљковић,Алимпијевдан,Расина,Штитаре/Крушевац,43.4448272,21.2217082
surname_region_terminal,R1a,non_I2,Founder,YP270,Миљковић,Никољдан,Топлица,Доња Расовача/Мерошина,43.2368009,21.6852629
surname_region_terminal,E,non_I2,Founder,E-FGC11450,Миљковић,Никољдан,Шумадија,Бресје/Јагодина,43.939113999999996,21.2623635
surname_region_terminal,N,non_I2,Founder,N-FT213937,Мићић,Јовањдан,Североисточна Босна,Пељаве/Лопаре,44.6333515,18.9495018
surname_region_terminal,N,non_I2,Founder,N-FT182494,Мићовић,Аранђеловдан,Стара Херцеговина,Приградина/Никшић,42.820055,18.6506358
surname_region_terminal,PH908_primary,PH908_family,Founder,BY93199,Мићуновић,Аранђеловдан,Стара Херцеговина,Смрдуша/Никшић,43.2447187,17.7916402
surname_region_terminal,E,non_I2,Founder,E-L241,Младеновић,Никољдан,Метохија,Ретимље/Ораховац,42.32514,20.696608
surname_region_terminal,G,non_I2,Relic,G-M3124,Младеновић,Аранђеловдан,Понишавље,Камбелевац/Бабушница,43.015551,22.422141
surname_region_terminal,E,non_I2,Founder,E-Z13591,Младеновић,Митровдан,Тимочка Крајина,Клокочевац/Мајданпек,44.3460115,22.1798355
surname_region_terminal,R1a,non_I2,Founder,Z280,Младеновић,Никољдан,Топлица,Речица/Житорађа,43.187301,21.689948
surname_region_terminal,E,non_I2,Founder,E-Z1057,Младеновић,Стевањдан,Шумадија,Церовац/Смедеревска Паланка,44.3280615,20.8646795
surname_region_terminal,R1a,non_I2,Founder,L1029,Младић,Ђурђевдан,Источна Босна,Калиновик,43.5043116,18.4467193
surname_region_terminal,E,non_I2,Founder,E-Z1057,Млађеновић,Никољдан,Североисточна Босна,Модран/Бијељина,44.6768039,19.1770397
surname_region_terminal,R1a,non_I2,Relic,L260,Млађеновић,Аранђеловдан,Стари Влах,Гостиница/Ужице,43.9184841,19.8338413
surname_region_terminal,R1a,non_I2,Founder,L1029,Млинар,Ђурђевдан,Далмација,Горњи Карин/Обровац,44.1358546,15.6335444
surname_region_terminal,I1,non_I2,Founder,FGC22061,Мосуровић,Никољдан,Стари Влах,Булићи/Бучје/Прибој,43.4330873,19.3716641
surname_region_terminal,E,non_I2,Founder,E-Z1057,Мраковић,Лазарева Субота,Банија,Влаховић/Глина,45.3182956,16.2072148
surname_region_terminal,E,non_I2,Founder,E-Z38456,Мраовић,Никољдан,Кордун,Бовић/Вргинмост,45.40231,15.9294779
surname_region_terminal,E,non_I2,Founder,E-FT104106,Мрваљевић,Јовањдан,Стара Херцеговина,Кочани/Никшић,42.7932159,18.9077636
surname_region_terminal,G,non_I2,Founder,G-Y128480,Мрдак,Никољдан,Брда,Томашево/Бијело Поље,43.0690125,19.6386619
surname_region_terminal,G,non_I2,Founder,G-Y128480,Мрдак,Никољдан,Стара Херцеговина,Трновице/Пљевља,43.3534852,19.1889054
surname_region_terminal,R1a,non_I2,Founder,Z280,Мрдић,Митровдан,Херцеговина,Шумата Главица/Горњи Ораховац/Требиње,42.6826235,18.4858981
surname_region_terminal,J2,non_I2,Founder,J-Y22059,Мркић,Ђурђевдан,Херцеговина,Домановићи/Чапљина,43.137454,17.7801831
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Мркобрада,Аранђеловдан,Лика,Доњи Мекињар/Удбина,45.4376544,15.7349762
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Мркоња,Ђурђевдан,Херцеговина,Ковачина/Требиње,42.7823303,18.1982297
surname_region_terminal,E,non_I2,Relic,E-A11802,Мрша,Непознато,Далмација,Затон/Шибеник,43.7870205,15.823553
surname_region_terminal,R1b,non_I2,Relic,L21,Мрђа,Никољдан,Лика,Днопоље/Доњи Лапац,44.579756,15.9207905
surname_region_terminal,R1a,non_I2,Founder,FT288648,Мрђеновачки,Никољдан,Мачва,Шабац,44.7571535,19.6953972
surname_region_terminal,R1a,non_I2,Founder,Z280,Мудровчић,Нема,Лика,Човићи/Оточац,44.2727195,19.2296184
surname_region_terminal,G,non_I2,Founder,G-Y128480,Музикравић,Аранђеловдан,Шумадија,Бечањ/Чачак,43.8694976,20.5621576
surname_region_terminal,R1a,non_I2,Founder,L1029,Мулалић,Нема,Средња Босна,Вареш,44.1633731,18.3285369
surname_region_terminal,PH908_primary,PH908_family,Relic,Y59595,Муникравић,Св. Врачи,Банија,Средња Меминска/Мајур,45.2780471,16.6006657
surname_region_terminal,E,non_I2,Founder,E-FT104106,Муратовић,Јовањдан,Херцеговина,Хргуд/Берковићи,43.1013761,18.0433541
surname_region_terminal,R1b,non_I2,Founder,BY38894,Мусић,Нема,Стари Влах,Нова Варош,43.4597045,19.8154494
surname_region_terminal,PH908_primary,PH908_family,Founder,BY93199,Мусић,Аранђеловдан,Херцеговина,Сопот/Залом/Невесиње,43.2405799,18.250587
surname_region_terminal,E,non_I2,Founder,E-FGC11450,Мутавчић,Св. Врачи,Североисточна Босна,Адари/Кожухе/Добој,44.8605627,18.1114586
surname_region_terminal,I1,non_I2,Founder,FGC22061,Мутаповић,Никољдан,Шумадија,Прислоница/Чачак,43.9522222,20.4352778
surname_region_terminal,E,non_I2,Founder,E-L241,Мутић,Никољдан,Босанска Крајина,Мајкић Јапра Доња/Сански Мост,44.7970137,16.353156
surname_region_terminal,J2,non_I2,Relic,J-Z387,Мујо,Нема,Метохија,Грнчаре/Призрен,42.2194355,20.7707125
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Муњић,Св. Симеон Столпник,Североисточна Босна,Грабовица/Власеница,44.205131,18.8616676
surname_region_terminal,J2,non_I2,Founder,J-Y155375,Мједењак,Никољдан,Далмација,Сиверић/Дрниш,43.8743874,16.1956857
surname_region_terminal,PH908_primary,PH908_family,Founder,FT14506,Надаждин,Јовањдан,Херцеговина,Пребиловци/Чапљина,43.0942133,17.7530067
surname_region_terminal,E,non_I2,Founder,E-Y126722,Накић,Никољдан,Врањско Поморавље,Бујановац,42.4598455,21.7671276
surname_region_terminal,R1a,non_I2,Founder,L1029,Накић,Никољдан,Врањско Поморавље,Лопардинце/Бујановац,42.4985124,21.7737998
surname_region_terminal,R1a,non_I2,Founder,L1029,Нанић,Никољдан,Тимочка Крајина,Зајечар,43.9030925,22.2785536
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Наранчић,Јовањдан,Лика,Вребац/Госпић,44.5265285,15.5014191
surname_region_terminal,N,non_I2,Relic,N-PH1612,Насковић,Никољдан,Косово,Рајановце/Косовска Каменица,42.540835,21.550102
surname_region_terminal,R1a,non_I2,Founder,BY99654,Настасић,Стевањдан,Бачка,Бечеј,45.6153745,20.0490085
surname_region_terminal,E,non_I2,Founder,E-Z16988,Настасић,Стевањдан,Бачка,Буковачки салаши/Сомбор,45.594832499999995,19.3479202
surname_region_terminal,E,non_I2,Founder,E-Z16988,Настасић,Стевањдан,Источни Срем,Свилош/Беочин,45.1758823,19.5857562
surname_region_terminal,R1b,non_I2,Relic,FGC24408,Натић,Никољдан,Косово,Ранилуг/Косовска Каменица,42.4921192,21.5987265
surname_region_terminal,E,non_I2,Relic,E-BY154448,Недељковић,Петковдан,Косово,Јунаке/Зубин Поток,43.007178,20.6759518
surname_region_terminal,PH908_primary,PH908_family,Founder,Y51673,Недељковић,Никољдан,Стари Влах,Вирово/Ариље,43.7768561,20.1162652
surname_region_terminal,R1a,non_I2,Founder,BY30743,Недељковић,Никољдан,Шумадија,Моравци/Љиг,44.2418967,20.2762635
surname_region_terminal,PH908_primary,PH908_family,Founder,FT190799,Недељковић,Лучиндан,Шумадија,Жупањац/Лазаревац,44.3376614,20.2136285
surname_region_terminal,J2,non_I2,Relic,J-CTS8786,Недимовић (Гојковић),Нема,Метохија,Пећ,46.0765092,18.2280317
surname_region_terminal,R1b,non_I2,Founder,BY38894,Недимовић,Ђурђевдан,Босанска Крајина,Јасеница/Босанска Крупа,44.8038535,16.258137
surname_region_terminal,E,non_I2,Founder,E-Z1057,Недић,Ђурђевдан,Североисточна Босна,Горња Слатина/Шамац,44.9654626,18.4724038
surname_region_terminal,I1,non_I2,Founder,FGC22061,Недић,Никољдан,Стара Херцеговина,Косорићи/Шавник,42.9561634,19.135653
surname_region_terminal,G,non_I2,Founder,G-FTC64765,Недовић,Аранђеловдан,Стари Влах,Ртари/Лучани,43.8594407,20.2413214
surname_region_terminal,R1b,non_I2,Founder,FT49714,Ненадић,Аранђеловдан,Брда,Стијена/Подгорица,42.4621485,19.2021235
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Ненадић,Никољдан,Стара Херцеговина,Црљенице/Пљевља,43.3583633,19.4067498
surname_region_terminal,R1b,non_I2,Founder,FT44409,Ненадовић,Алимпијевдан,Колубара,Бранковина/Ваљево,44.3529767,19.8993916
surname_region_terminal,E,non_I2,Founder,E-Y128213,Ненадовић,Јовањдан,Североисточна Босна,Батковић/Бијељина,44.8332129,19.2107897
surname_region_terminal,I1,non_I2,Founder,FGC22061,Ненезић,Никољдан,Стара Херцеговина,Доња Бијела/Шавник,42.9136934,19.129948
surname_region_terminal,E,non_I2,Founder,E-Z1057,Нерић,Томиндан,Стара Херцеговина,Брезовик/Никшић,44.0541836,18.0080241
surname_region_terminal,PH908_primary,PH908_family,Founder,FT14506,Несторовић,Ђурђиц,Колубара,Кључ/Мионица,44.2297199,20.0509975
surname_region_terminal,N,non_I2,Founder,N-FT182494,Несторовић,Ђурђиц,Шумадија,Ресник/Крагујевац,44.109431,20.9204938
surname_region_terminal,PH908_primary,PH908_family,Relic,Y151087,Нешић,Св. Врачи,Косово,Шљивовица/Вучитрн,42.8895257,20.9955869
surname_region_terminal,I1,non_I2,Founder,FGC22061,Нешић,Никољдан,Мачва,Текериш/Лозница,44.552778000000004,19.524444
surname_region_terminal,E,non_I2,Relic,E-Y328959,Нешић,Никољдан,Понишавље,Подгорац/Ражањ,43.7342818,21.5982681
surname_region_terminal,E,non_I2,Founder,E-BY165837,Нешић,Митровдан,Топлица,Данковиће/Куршумлија,43.1633071,21.2342709
surname_region_terminal,R1a,non_I2,Founder,FT288648,Нешковић,Стевањдан,Североисточна Босна,Велика Обарска/Бијељина,44.8017099,19.1712899
surname_region_terminal,R1b,non_I2,Relic,Y84624,Никетић,Аранђеловдан,Шумадија,Београд,44.7863236,20.4716856
surname_region_terminal,R1b,non_I2,Relic,BY199059,Николић,Никољдан,Јабланица,Турјане/Бојник,42.994309,21.657
surname_region_terminal,I1,non_I2,Relic,Y16437,Николић,Аранђеловдан,Јабланица,Вујаново/Бојник,43.008026,21.622415
surname_region_terminal,E,non_I2,Founder,E-L241,Николић,Аранђеловдан,Брда,Стијена/Подгорица,42.4621485,19.2021235
surname_region_terminal,R1b,non_I2,Relic,PF7563,Николић,Аранђеловдан,Западни Банат,Делиблато/Ковин,44.8404632,21.0417114
surname_region_terminal,E,non_I2,Founder,E-Y128213,Николић,Јовањдан,Источна Босна,Хреша/Источно Сарајево,43.875821,18.5036451
surname_region_terminal,R1a,non_I2,Founder,BY99654,Николић,Ђурђиц,Колубара,Сирдија/Осечина,44.3795071,19.6480507
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Николић,Митровдан,Колубара,Калиновац/Уб,44.5017928,19.9541005
surname_region_terminal,PH908_primary,PH908_family,Founder,FT190799,Николић,Лучиндан,Колубара,Струганик/Мионица,44.1874997,20.1084313
surname_region_terminal,R1a,non_I2,Founder,Y260767,Николић,Јовањдан,Колубара,Совљак/Уб,44.4603113,20.0259883
surname_region_terminal,E,non_I2,Founder,E-FT178289,Николић,Јовањдан,Мачва,Глоговац/Богатић,44.8589747,19.4154372
surname_region_terminal,E,non_I2,Founder,E-Y7168,Николић,Никољдан,Мачва,Горња Бадања/Лозница,44.5288889,19.4877778
surname_region_terminal,N,non_I2,Founder,N-FT213937,Николић,Јовањдан,Мачва,Грачаница/Љубовија,44.2461828,19.394989
surname_region_terminal,R1b,non_I2,Founder,BY38894,Николић,Никољдан,Понишавље,Радињинци/Бабушница,43.011356,22.3796648
surname_region_terminal,R1a,non_I2,Founder,BY99654,Николић,Никољдан,Понишавље,Сићево/Нишка Бања,43.3411244,22.0843369
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Николић,Никољдан,Понишавље,Бела Паланка,43.2179542,22.3112654
surname_region_terminal,PH908_primary,PH908_family,Founder,BY93199,Николић,Аранђеловдан,Североисточна Босна,Попови/Бијељина,44.7633867,19.2733399
surname_region_terminal,E,non_I2,Founder,E-FT104106,Николић,Никољдан,Североисточна Босна,Јаковић/Доња Трнова/Угљевик,44.6634033,19.1181051
surname_region_terminal,E,non_I2,Founder,E-FT178289,Николић,Никољдан,Североисточна Босна,Брњица/Живинице,44.383889,18.64
surname_region_terminal,J2,non_I2,Founder,J-Y22059,Николић,Аранђеловдан,Североисточна Босна,Лозница/Братунац,44.48753955,19.3095144
surname_region_terminal,R1a,non_I2,Founder,L1029,Николић,Никољдан,Североисточна Босна,Лозна/Бановићи,44.4376937,18.3498309
surname_region_terminal,PH908_primary,PH908_family,Founder,BY93199,Николић,Мала Госпојина,Стара Херцеговина,Озринићи/Никшић,42.7442422,19.0003193
surname_region_terminal,E,non_I2,Founder,E-Z1057,Николић,Св. Врачи,Стари Влах,Дрежник/Ужице,43.7781721,19.9130094
surname_region_terminal,I1,non_I2,Founder,FGC22061,Николић,Никољдан,Стари Влах,Миросаљци/Ариље,43.7087269,20.12871
surname_region_terminal,R1a,non_I2,Founder,L1029,Николић,Аранђеловдан,Стари Влах,Зеоке/Лучани,43.8448345,20.264368
surname_region_terminal,N,non_I2,Founder,N-FT213937,Николић,Јовањдан,Стари Влах,Горобиље/Пожега,43.8215855,20.081892
surname_region_terminal,R1a,non_I2,Founder,Y260767,Николић,Јовањдан,Стари Влах,Руда Буква/Косјерић,44.0337399,19.7807121
surname_region_terminal,G,non_I2,Relic,G-Z17887,Николић,Никољдан,Тимочка Крајина,Корбово/Кладово,44.5266153,22.709503
surname_region_terminal,R1b,non_I2,Founder,L51,Николић,Никољдан,Тимочка Крајина,Салаш/Зајечар,44.1139575,22.3200155
surname_region_terminal,R1b,non_I2,Founder,FT44409,Николић,Никољдан,Топлица,Висока/Куршумлија,43.0977289,21.3072994
surname_region_terminal,G,non_I2,Founder,G-Y128480,Николић,Никољдан,Топлица,Мала Драгуша/Блаце,43.2701119,21.3567636
surname_region_terminal,E,non_I2,Founder,E-FGC11450,Николић,Јовањдан,Шумадија,Кавадар/Рековац,43.8374553,21.132143
surname_region_terminal,J2,non_I2,Founder,J-L70,Николић,Никољдан,Шумадија,Београд,44.7863236,20.4716856
surname_region_terminal,J2,non_I2,Founder,J-Y22059,Николић,Лучиндан,Шумадија,Луњевица/Горњи Милановац,43.9969955,20.4801032
surname_region_terminal,I1,non_I2,Founder,Y155080,Николић,Ђурђевдан,Шумадија,Рашевица/Параћин,43.8391727,21.3225223
surname_region_terminal,E,non_I2,Founder,E-BY165837,Никочевић,Нема,Брда,Гусиње,42.5637693,19.833253
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Никша,Никољдан,Босанска Крајина,Копић/Гламоч,43.9361395,16.9721647
surname_region_terminal,J2,non_I2,Founder,J-Y22059,Никшић (Ђурић),Ђурђевдан,Средња Босна,Травник,44.2259454,17.6661738
surname_region_terminal,R1b,non_I2,Founder,BY38894,Никшић,Никољдан,Шумадија,Сремчица/Чукарица,44.6719378,20.3954404
surname_region_terminal,I1,non_I2,Founder,BY169301,Нинковић (Хубић),Нема,Источна Босна,Дринско/Вишеград,43.7398887,19.2944804
surname_region_terminal,G,non_I2,Relic,G-PF3147,Нинковић,Лазарева Субота,Шумадија,Винча/Гроцка/Београд,44.7607748,20.6183498
surname_region_terminal,E,non_I2,Founder,E-Z13591,Нишавић,Петковдан,Брда,Бијело Поље,43.060107,19.5188414
surname_region_terminal,E,non_I2,Founder,E-Y128213,Нишић,Јовањдан,Босанска Крајина,Горица/Шипово,44.2790623,17.1765117
surname_region_terminal,J2,non_I2,Founder,J-Y22063,Новаковић,Никољдан,Босанска Крајина,Кршље/Нови Град,44.9378459,16.4168891
surname_region_terminal,G,non_I2,Relic,G-PF3345,Новаковић,Стевањдан,Колубара,Табановић/Мионица,44.2902877,20.0678871
surname_region_terminal,I1,non_I2,Founder,Y155080,Новаковић,Никољдан,Мачва,Клење/Богатић,44.807222,19.434444
surname_region_terminal,E,non_I2,Founder,E-Z13591,Новаковић,Никољдан,Стари Влах,Биоска/Ужице,43.8648387,19.6528798
surname_region_terminal,R1b,non_I2,Founder,FT49714,Новаковић,Никољдан,Шумадија,Даросава/Аранђеловац,44.338573,20.4576021
surname_region_terminal,I1,non_I2,Relic,Z63,Новичић,Илиндан,Браничево,Кушиљево/Свилајнац,44.2867939,21.2097198
surname_region_terminal,PH908_primary,PH908_family,Founder,FT190799,Новичић,Лучиндан,Стари Влах,Горачићи/Лучани,43.7934332,20.3276681
surname_region_terminal,E,non_I2,Founder,E-PH1395,Нововић,Св. Александар Невски,Рашка,Доњи Дајићи/Дајићи/Ивањица,43.4032587,20.2980393
surname_region_terminal,PH908_primary,PH908_family,Founder,Y58629,Новокмет,Јовањдан,Херцеговина,Дубочица/Љубиње,42.9467238,18.1213467
surname_region_terminal,I1,non_I2,Founder,FGC22061,Новосел,Аранђеловдан,Стара Херцеговина,Босача/Питомине/Жабљак,43.1637907,19.0876115
surname_region_terminal,PH908_primary,PH908_family,Relic,Y135654,Новчић,Никољдан,Стари Влах,Буђево/Сјеница,43.1450766,20.0519113
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Новчић,Ђурђевдан,Херцеговина,Врањска/Билећа,43.0255962,18.2117436
surname_region_terminal,E,non_I2,Founder,E-Z38456,Нојић,Никољдан,Североисточна Босна,Церовица/Станари,44.7087663,17.8703372
surname_region_terminal,J2,non_I2,Founder,J-L70,Нуркић,Нема,Североисточна Босна,Зелина Средња/Градачац,44.8212383,18.3625598
surname_region_terminal,Y3120_shallow_nonPH908,nonPH908_I2,Relic,Y93273,Нухановић,Нема,Североисточна Босна,Хускићи/Лукавац,44.5631556,18.5303281
surname_region_terminal,J2,non_I2,Founder,J-Y155375,Обрадовић,Никољдан,Босанска Крајина,Љубачево/Бања Лука,44.6623843,17.2060019
surname_region_terminal,I1,non_I2,Founder,BY169301,Обрадовић,Аранђеловдан,Источни Срем,Беочин,45.2099153,19.7209347
surname_region_terminal,R1a,non_I2,Founder,Y260767,Обрадовић,Аранђеловдан,Колубара,Дучић/Мионица,44.2513012,20.1672506
surname_region_terminal,R1b,non_I2,Founder,BY38894,Обрадовић,Ђурђиц,Стари Влах,Катићи/Ивањица,43.5703446,20.0542015
surname_region_terminal,R1a,non_I2,Founder,Z280,Обрадовић,Јовањдан,Шумадија,Границе/Младеновац,44.4313249,20.7135036
surname_region_terminal,I1,non_I2,Founder,FGC22061,Обреновић,Ђурђевдан,Источна Босна,Округло/Рогатица,43.8374059,19.0550406
surname_region_terminal,R1b,non_I2,Relic,FTA42008,Обреновић,Св. Врачи,Стари Влах,Марковица/Лучани,43.8543049,20.2151012
surname_region_terminal,R1b,non_I2,Founder,BY38894,Овцин,Митровдан,Бачка,Салаши Радојевићи/Сомбор,45.7727397,19.1147036
surname_region_terminal,R1a,non_I2,Founder,L1029,Огњановић,Аранђеловдан,Шумадија,Београд,44.7863236,20.4716856
surname_region_terminal,R1a,non_I2,Founder,L1029,Огњеновић,Јовањдан,Далмација,Какањ/Кистање,43.9286182,15.890286
surname_region_terminal,R1a,non_I2,Founder,BY30743,Огњеновић,Никољдан,Стара Херцеговина,Церовица/Тупан/Никшић,44.7172787,17.8870955
surname_region_terminal,G,non_I2,Founder,G-Y128480,Окиљевић,Стевањдан,Херцеговина,Гацко,43.1664068,18.5357977
surname_region_terminal,I1,non_I2,Relic,Z58,Олуић,Аранђеловдан,Далмација,Билишане/Обровац,44.1742442,15.7453929
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Опачић,Лучиндан,Далмација,Биовичино Село/Кистање,44.054074,15.9177436
surname_region_terminal,PH908_primary,PH908_family,Founder,FT16449,Орбовић,Јовањдан,Стара Херцеговина,Сомина/Никшић,42.9576612,18.5982654
surname_region_terminal,I1,non_I2,Relic,FTA28840,Орељ,Ђурђевдан,Лика,Штикада/Ловинац,44.3160877,15.7958176
surname_region_terminal,I1,non_I2,Relic,Y237563,Орловић,Ђурђевдан,Косово,Горњи Стрмац/Зубин Поток,42.8742234,20.7199357
