unit_type,phylo_group,broad_family,branch_class,terminal_snp_norm,surname_id,slava_id,region_id,location_id,lat,long
cluster,N,non_I2,Founder,N-FT182494,"""Церница-гроб 2, скелет 1""",Непознато,Херцеговина,Церница/Гацко,43.0770424,18.5163356
cluster,N,non_I2,Founder,N-FT182494,"""Церница-гроб 2, скелет 2""",Непознато,Херцеговина,Церница/Гацко,43.0770424,18.5163356
cluster,E,non_I2,Founder,E-Z1057,Pouray (Пурић),Аранђеловдан,Стари Влах,Дрмановићи/Нова Варош,43.4151093,19.8426174
cluster,E,non_I2,Founder,E-Y128213,Ђачанин,Јовањдан,Источни Срем,Вашица/Шид,45.0956204,19.1866039
cluster,E,non_I2,Founder,E-FGC11450,Ђајић,Стевањдан,Источна Босна,Закмур/Фоча,43.4614071,18.6949606
cluster,R1a,non_I2,Founder,BY30743,Ђедовић,Јовањдан,Банија,Блиња/Петриња,45.3560014,16.367175
cluster,E,non_I2,Founder,E-L241,Ђекић,Никољдан,Босанска Крајина,Јошавка Доња/Челинац,44.7483667,17.4162565
cluster,E,non_I2,Founder,E-Z38456,Ђекић,Никољдан,Косово,Коретиште/Гњилане,42.4847406,21.4412425
cluster,R1a,non_I2,Founder,L1029,Ђекић,Никољдан,Североисточна Босна,Ритешић/Добој,44.8764609,18.06813
cluster,G,non_I2,Founder,G-Y128480,Ђекић,Стевањдан,Босанска Крајина,Крњеуша/Босански Петровац,44.6900976,16.2267131
cluster,G,non_I2,Founder,G-Y128480,Ђелекар,Никољдан,Расина,Бресно Поље/Трстеник,43.5800118,21.1682853
cluster,N,non_I2,Founder,N-FT182494,Ђенадић,Никољдан,Мачва,Клење/Богатић,44.807222,19.434444
cluster,R1a,non_I2,Founder,L1029,Ђерисило,Михољдан,Херцеговина,Требијови/Требиње,42.7523566,18.3183293
cluster,E,non_I2,Founder,E-Z1057,Ђерић,Ђурђиц,Стари Влах,Буар/Ужице,43.8790259,19.814465
cluster,N,non_I2,Founder,N-FGC28435,Ђерић,Јовањдан,Лика,Михаљевац/Кореница,45.8395848,15.9750439
cluster,Y3120_deep_mid_nonPH908,nonPH908_I2,Relic,Y476914,Ђилас,Лучиндан,Стара Херцеговина,Заград/Никшић,45.1814787,15.7881042
cluster,E,non_I2,Relic,E-BY4553,Ђинисић,Ђурђевдан,Североисточна Босна,Кореташи/Лопаре,44.7696152,18.8632593
cluster,R1a,non_I2,Founder,BY99654,Ђинић,Никољдан,Далмација,Земуник Доњи,44.1050024,15.3794791
cluster,PH908_primary,PH908_family,Founder,Y58629,Ђогић,Јовањдан,Херцеговина,Оџаци/Коњиц,43.5189109,18.2271197
cluster,PH908_primary,PH908_family,Founder,Y58629,Ђого,Јовањдан,Херцеговина,Вукићевићи/Горњи Поплат/Жегуља/Столац,43.0830587,17.9580026
cluster,R1a,non_I2,Founder,Y144943,Ђоговић,Лазарева Субота,Херцеговина,Ријека Ђоговића/Цргово/Риља/Невесиње,43.258198,18.106113
cluster,R1b,non_I2,Relic,FGC14376,Ђоговић,Никољдан,Пелагонија,Крушево,43.3702578,18.6994171
cluster,I1,non_I2,Founder,FGC22061,Ђокић,Јовањдан,Североисточна Босна,Буковац/Доња Трнова/Угљевик,44.6459835,19.1019942
cluster,E,non_I2,Founder,E-FT178289,Ђокић,Јовањдан,Североисточна Босна,Крћина/Угљевик,44.5959094,19.0624968
cluster,E,non_I2,Founder,E-Z1057,Ђокић,Св. Мина,Топлица,Витоше/Брус,43.1788832,20.9321376
cluster,R1a,non_I2,Founder,BY99654,Ђокић,Срђевдан,Североисточна Босна,Гајићи/Батковић/Бијељина,44.8453304,19.2151791
cluster,J2,non_I2,Relic,J-L24,Ђоковић,Аранђеловдан,Стари Влах,Граб/Лучани,43.8248985,20.2849245
cluster,PH908_primary,PH908_family,Relic,Y263686,Ђоковић,Лучиндан,Стара Херцеговина,Југовићи/Никшић,43.124442,18.2731889
cluster,E,non_I2,Founder,E-Z1057,Ђорђевић,Ђурђевдан,Косово,Севце/Штрпце,42.2122926,20.9404369
cluster,G,non_I2,Founder,G-Y128480,Ђорђевић,Ђурђиц,Понишавље,Сићево/Нишка Бања,43.3411244,22.0843369
cluster,R1a,non_I2,Relic,P278.2,Ђорђевић,Алимпијевдан,Северна Македонија,Матејче/Липково,42.1255581,21.5977767
cluster,J2,non_I2,Founder,J-L70,Ђорђевић,Аранђеловдан,Јабланица,Бошњаце/Лебане,42.9491756,21.8287047
cluster,PH908_primary,PH908_family,Founder,Y56203,Ђорђевић,Аранђеловдан,Јабланица,Губеревац/Лесковац,42.947969,22.028541
cluster,PH908_primary,PH908_family,Founder,FT190799,Ђорђевић,Лучиндан,Шумадија,Рипањ/Београд,44.6390298,20.5204337
cluster,G,non_I2,Relic,G-BY195513,Ђорђевић,Митровдан,Понишавље,Горња Студена/Нишка Бања,43.2545121,22.097766
cluster,R1b,non_I2,Relic,Y207622,Ђорђевић,Митровдан,Косово,Доња Битиња/Штрпце,42.2533615,21.041862
cluster,R1b,non_I2,Founder,L51,Ђорђевић,Митровдан,Шумадија,Рељинци/Горњи Милановац,44.1617346,20.4177045
cluster,PH908_primary,PH908_family,Relic,Y283553,Ђорђевић,Никољдан,Стари Влах,Бањица/Чачак,43.820794,20.3826595
cluster,E,non_I2,Founder,E-Z13591,Ђорђевић,Никољдан,Шумадија,Београд,44.7863236,20.4716856
cluster,G,non_I2,Relic,G-L140,Ђорђевић,Никољдан,Понишавље,Пирот,43.1547342,22.5865039
cluster,E,non_I2,Founder,E-Z1057,Ђорђевић,Никољдан,Шумадија,Ритопек/Гроцка,44.7385336,20.6550572
cluster,R1b,non_I2,Founder,L51,Ђорђевић,Петковдан,Понишавље,Доњи Комрен/Ниш,43.348724,21.8791899
cluster,R1a,non_I2,Founder,L1029,Ђорђевић,Св. Врачи,Топлица,Коњува/Куршумлија,43.2086049,21.2186819
cluster,J2,non_I2,Relic,J-Y153290,Ђорђевић,Св. Врачи,Понишавље,Сврљиг,43.4140419,22.1230473
cluster,R1a,non_I2,Founder,Y189493,Ђузеловић,Стевањдан,Херцеговина,Доњи Турани/Турани/Требиње,42.8059433,18.2795775
cluster,E,non_I2,Founder,E-Y126722,Ђукарић,Часне Вериге апостола Петра,Североисточна Босна,Горњи Очауш/Теслић,44.5248153,17.657046
cluster,PH908_map_nonprimary,PH908_family,Relic,MF4021,Ђукетић,Никољдан,Шумадија,Шушњар/Лазаревац,44.3640136,20.2511165
cluster,I1,non_I2,Founder,Y155080,Ђукић,Ђурђевдан,Босанска Крајина,Ђукићи/Шипово,44.1966072,17.1378105
cluster,R1a,non_I2,Founder,BY99654,Ђукић,Ђурђиц,Западни Банат,Црепаја/Ковачица,45.0092297,20.6372859
cluster,R1a,non_I2,Founder,L1029,Ђукић,Јовањдан,Далмација,Цетина/Цивљане,43.9739095,16.4271869
cluster,G,non_I2,Founder,G-Y128480,Ђукић,Алимпијевдан,Топлица,Блаце,43.2955155,21.2865967
cluster,E,non_I2,Founder,E-Y126722,Ђукић,Петровдан,Источни Срем,Голубинци/Стара Пазова,44.9840388,20.0659105
cluster,R1a,non_I2,Founder,FT288648,Ђукић,Стевањдан,Североисточна Босна,Црнча/Дервента,44.8435466,17.9089735
cluster,I1,non_I2,Founder,FGC22061,Ђумић,Аранђеловдан,Далмација,Книн,44.04085,16.199433
cluster,E,non_I2,Founder,E-Z1057,Ђунисијевић,Никољдан,Стари Влах,Ртари/Лучани,43.8594407,20.2413214
cluster,R1b,non_I2,Relic,FT48939,Ђурашевић,Митровдан,Зета,Тудоровићи/Будва,42.2456727,18.9118979
cluster,R1b,non_I2,Relic,BY18860,Ђурашевић,Никољдан,Зета,Богути/Цетиње,42.3199034,18.9805169
cluster,E,non_I2,Founder,E-Z1057,Ђурашиновић,Мратиндан,Босанска Крајина,Ћуковац/Кнежево,44.5640533,17.278884
cluster,R1b,non_I2,Relic,Y112728,Ђуринац,Петковдан,Косово,Беревце/Штрпце,42.2458349,21.0250942
cluster,I1,non_I2,Founder,BY169301,Ђуричић,Никољдан,Колубара,Тубравић/Ваљево,44.2138565,19.7387331
cluster,N,non_I2,Founder,N-FT182494,Ђуричић,Никољдан,Североисточна Босна,Укриница/Теслић,44.6563071,17.7809626
cluster,R1a,non_I2,Founder,L1029,Ђуришић,Никољдан,Зета,Бољевићи/Бар,42.2246369,19.0843874
cluster,E,non_I2,Founder,E-FGC11450,Ђурић,Ђурђевдан,Североисточна Босна,Горњи Залуковик/Врли Крај/Власеница,44.1600407,18.967306
cluster,R1b,non_I2,Founder,FT44409,Ђурић,Ђурђиц,Метохија,Исток,42.7816777,20.4882544
cluster,R1b,non_I2,Relic,PF7563,Ђурић,Никољдан,Топлица,Мала Косаница/Куршумлија,42.976845,21.2952074
cluster,E,non_I2,Founder,E-CTS11222,Ђурковић,Никољдан,Стара Херцеговина,Штедим/Никшић,42.9084694,21.2153623
cluster,PH908_primary,PH908_family,Founder,FT16449,Ђурковић,Петровдан,Топлица,Белољин/Прокупље,43.2316209,21.4029069
cluster,E,non_I2,Founder,E-Z1057,Ђурковић,Св. Врачи,Топлица,Суви До/Блаце,43.2578383,21.3159073
cluster,R1a,non_I2,Founder,Z280,Ђуровић,Јовањдан,Стара Херцеговина,Зеленика/Херцег Нови,42.4516792,18.5774346
cluster,PH908_primary,PH908_family,Founder,FT16449,Ђуровић,Игњатијевдан,Стари Влах,Дреновци/Косјерић,44.0785809,19.8782781
cluster,E,non_I2,Founder,E-Z13591,Ђуровић,Петковдан,Брда,Беговина/Даниловград,43.1265347,19.1093609
cluster,E,non_I2,Founder,E-Z13591,Ђуровић,Петковдан,Брда,Велета/Даниловград,42.5524049,19.1052289
cluster,J2,non_I2,Founder,J-Y14439,Ђуровић,Савиндан,Источна Босна,Колијевке/Горажде,43.6547924,18.9843328
cluster,R1a,non_I2,Founder,L1029,Ђурђевић,Ђурђевдан,Североисточна Босна,Скугрић Доњи/Модрича,44.903747,18.3673595
cluster,PH908_primary,PH908_family,Founder,FT14506,Ђурђевић,Јовањдан,Косово,Сочаница/Лепосавић,43.0561114,20.8072601
cluster,E,non_I2,Founder,E-Z1057,Ђурђевић,Ваведење,Метохија,Призрен,42.2130151,20.7363339
cluster,I2_unmapped_nonPH908,nonPH908_I2,Relic,L801,Ђурђевић,Никољдан,Мачва,Метковић/Богатић,44.8550803,19.5469405
cluster,PH908_primary,PH908_family,Founder,Y56203,Ђурђевић,Стевањдан,Шумадија,Риљац/Трстеник,43.7321361,21.0499865
cluster,PH908_primary,PH908_family,Founder,FT386055,Ђурђевић,Тривуњдан,Босанска Крајина,Печенег Илова/Прњавор,44.978077,17.6979678
cluster,I1,non_I2,Relic,FT243910,Ђурђић,Никољдан,Стара Херцеговина,Вирак/Жабљак,43.1173534,19.1112996
cluster,PH908_primary,PH908_family,Founder,FT14506,Јагетић,Ђурђевдан,Бачка,Бачко Петрово Село/Бечеј,45.7069444,20.0791667
cluster,J2,non_I2,Founder,J-Y22059,Јагодић,Ђурђевдан,Источна Босна,Јагодићи/Горажде,44.0664275,17.5858341
cluster,E,non_I2,Founder,E-Y142744,Јагуз,Михољдан,Босанска Крајина,Шипово,44.2809431,17.0853048
cluster,PH908_primary,PH908_family,Founder,Y56203,Јакишић,Стевањдан,Босанска Крајина,Зајаруга/Гламоч,44.0196674,16.9104798
cluster,I1,non_I2,Founder,FGC22061,Јакић,Ђурђевдан,Стара Херцеговина,Добра Села/Шавник,43.9517541,17.9165425
cluster,I1,non_I2,Founder,FGC22061,Јакић,Усековање главе Св. Јована Крститеља,Стара Херцеговина,Добра Села/Шавник,43.9517541,17.9165425
cluster,E,non_I2,Founder,E-Y142744,Јаковљевић,Никољдан,Североисточна Босна,Горња Трнова/Угљевик,44.6286813,19.078778
cluster,E,non_I2,Founder,E-PH1395,Јаковљевић,Никољдан,Рашка,Горњи Дајићи/Дајићи/Ивањица,43.4032587,20.2980393
cluster,I1,non_I2,Founder,BY169301,Јаковљевић,Никољдан,Стари Влах,Прилипац/Пожега,43.8183343,20.1148939
cluster,I1,non_I2,Founder,FGC22061,Јаковљевић,Никољдан,Мачва,Узовница/Љубовија,44.2459418,19.3416603
cluster,PH908_map_nonprimary,PH908_family,Founder,Y4882,Јакшић,Јовањдан,Херцеговина,Јакшићи/Жаково/Требиње,43.7549982,19.4691297
cluster,R1a,non_I2,Founder,Y144943,Јакшић,Лазарева Субота,Банија,Слабиња/Костајница,45.1819188,16.5875481
cluster,PH908_primary,PH908_family,Founder,FT190799,Јакшић,Лучиндан,Рашка,Краљево,43.7234519,20.6870792
cluster,E,non_I2,Founder,E-CTS11222,Јакшић,Никољдан,Херцеговина,Степен/Гацко,43.0789563,18.5402045
cluster,G,non_I2,Founder,G-FTC64765,Јаничић,Аранђеловдан,Стара Херцеговина,Броћанац Вилушки/Никшић,42.7581428,18.5648938
cluster,R1a,non_I2,Founder,L1029,Јанићијевић,Ваведење,Метохија,Призрен,42.2130151,20.7363339
cluster,E,non_I2,Founder,E-Z1057,Јанићијевић,Мратиндан,Косово,Приштина,42.6638771,21.1640849
cluster,PH908_primary,PH908_family,Relic,Y135653,Јанкетић,Срђевдан,Брда,Морачко Требаљево/Колашин,42.864431,19.5214221
cluster,I1,non_I2,Founder,FGC22061,Јанковић,Ђурђевдан,Стари Влах,Речице/Пожега,43.7818153,20.0288057
cluster,J2,non_I2,Founder,J-Y155375,Јанковић,Ђурђиц,Колубара,Вировац/Мионица,44.3098976,20.1033487
cluster,E,non_I2,Founder,E-Z38456,Јанковић,Ђурђиц,Стари Влах,Пепељ/Бајина Башта,43.9158488,19.6424693
cluster,R1a,non_I2,Founder,L1029,Јанковић,Јовањдан,Средња Босна,Голеш/Травник,44.1921556,17.5317926
cluster,J2,non_I2,Founder,J-L70,Јанковић,Алимпијевдан,Рашка,Косуриће/Нови Пазар,43.1798597,20.4642062
cluster,I1,non_I2,Founder,FTA86559,Јанковић,Аранђеловдан,Колубара,Белотић/Осечина,44.3813465,19.5238289
cluster,G,non_I2,Founder,G-FTC64765,Јанковић,Игњатијевдан,Херцеговина,Дубочани/Требиње,42.7529341,18.4577567
cluster,PH908_primary,PH908_family,Founder,BY93199,Јанковић,Мала Госпојина,Североисточна Босна,Попови/Бијељина,44.7633867,19.2733399
cluster,Y3120_deep_mid_nonPH908,nonPH908_I2,Relic,BY92056,Јанковић,Никољдан,Шумадија,Бошњане/Рача,44.2532829,20.9706437
cluster,I1,non_I2,Founder,FGC22061,Јанковић,Никољдан,Стара Херцеговина,Грабовица/Шавник,43.0165896,19.0814012
cluster,PH908_primary,PH908_family,Founder,FT14506,Јанковић,Никољдан,Косово,Извор/Ново Брдо,42.5969551,21.386058
cluster,I1,non_I2,Founder,FTA86559,Јанковић,Никољдан,Стари Влах,Лопаш/Пожега,43.8053585,20.1239919
cluster,I1,non_I2,Founder,FGC22061,Јанковић,Никољдан,Стари Влах,Парамун/Косјерић,44.0577361,19.8308342
cluster,J2,non_I2,Relic,J-Z36800,Јанковић,Никољдан,Метохија,Пећ,46.0765092,18.2280317
cluster,J2,non_I2,Founder,J-Y230579,Јанковић,Никољдан,Колубара,Слатина/Уб,44.3995707,19.9129619
cluster,E,non_I2,Relic,E-M81,Јанковић,Петровдан,Западни Банат,Неузина/Сечањ,45.3447229,20.7122272
cluster,E,non_I2,Founder,E-Z1057,Јаношевић,Аранђеловдан,Источни Срем,Беркасово/Шид,45.1488963,19.2599231
cluster,R1a,non_I2,Founder,BY99654,Јанус,Никољдан,Банија,Брубно/Глина,45.1861204,16.0990234
cluster,I1,non_I2,Founder,FGC22061,Јараковић,Никољдан,Стари Влах,Биоска/Ужице,43.8648387,19.6528798
cluster,I1,non_I2,Founder,FGC22061,Јасика,Никољдан,Стари Влах,Горња Дренова/Пријепоље,45.9420102,16.18223
cluster,I1,non_I2,Founder,FGC22061,Јауковић,Аранђеловдан,Стара Херцеговина,Придворица/Шавник,43.3278578,18.4796303
cluster,PH908_primary,PH908_family,Founder,FT14506,Јачић,Лучиндан,Шумадија,Медвеђа/Трстеник,43.6280323,21.0564562
cluster,J2,non_I2,Founder,J-Y22063,Јањатовић,Јовањдан,Лика,Бјељевине/Српско Поље/Оточац,44.8926491,15.1446039
cluster,J2,non_I2,Founder,J-Y22063,Јањатовић,Јовањдан,Лика,Српско Поље/Оточац,44.6596219,20.7174456
cluster,PH908_primary,PH908_family,Founder,FT14506,Јањић,Ђурђевдан,Херцеговина,Банчићи/Љубиње,42.9716006,17.9952073
cluster,PH908_primary,PH908_family,Founder,FT14506,Јањић,Ђурђевдан,Херцеговина,Ранковци/Љубиње,42.9785697,18.0976962
cluster,PH908_primary,PH908_family,Founder,FT386055,Јањић,Аранђеловдан,Босанска Крајина,Чивчије/Прњавор,44.8166454,17.5261919
cluster,G,non_I2,Founder,G-Y128480,Јањош,Св. Василије Велики,Херцеговина,Потком/Берковићи,43.1248694,18.0906735
cluster,PH908_primary,PH908_family,Founder,Y56203,Јањуз (Думичић),Нема,Далмација,Сплит,43.5099367,16.4896122
cluster,E,non_I2,Founder,E-FT178289,Јањушевић,Никољдан,Стара Херцеговина,Лаз/Никшић,46.052257,23.417935
cluster,R1a,non_I2,Founder,L1029,Јаћимовић,Стевањдан,Босанска Крајина,Јаружани/Лакташи,44.8271792,17.3463632
cluster,R1a,non_I2,Founder,BY30743,Јевремовић,Аранђеловдан,Стари Влах,Бранешци/Чајетина,43.7414582,19.6841993
cluster,I1,non_I2,Founder,FGC22061,Јевтић,Ђурђевдан,Североисточна Босна,Доња Трнова/Угљевик,44.6542937,19.0952808
cluster,I1,non_I2,Founder,FGC22061,Јевтић,Ђурђевдан,Мачва,Коренита/Лозница,44.504199,19.3018587
cluster,R1a,non_I2,Founder,Y260767,Јевтић,Јовањдан,Колубара,Осечина,44.372776,19.6007285
cluster,J2,non_I2,Relic,J-Z631,Јевтић,Јовањдан,Колубара,Стубленица/Уб,44.4587155,20.1239607
cluster,J2,non_I2,Founder,J-Y22059,Јевтић,Митровдан,Топлица,Данковиће/Куршумлија,43.1633071,21.2342709
cluster,I2_unmapped_nonPH908,nonPH908_I2,Relic,Z78,Јевтић,Митровдан,Шумадија,Цикот/Рековац,43.8958205,21.0890293
cluster,R1a,non_I2,Founder,Z280,Јевтић,Михољдан,Североисточна Босна,Магнојевић Доњи/Бијељина,44.8061995,19.0135165
cluster,I1,non_I2,Founder,BY169301,Јевтић,Никољдан,Колубара,Бујачић/Ваљево,44.2463626,19.9097877
cluster,J2,non_I2,Founder,J-L70,Јевтић,Никољдан,Понишавље,Периш/Сврљиг,43.3731718,22.3164833
cluster,PH908_primary,PH908_family,Founder,Y56203,Јевтић,Стевањдан,Шумадија,Риљац/Трстеник,43.7321361,21.0499865
cluster,I1,non_I2,Founder,FGC22061,Јевђевић,Ђурђевдан,Шумадија,Крагујевац,44.0142628,20.9162394
cluster,PH908_primary,PH908_family,Relic,FT407280,Јеж,Стевањдан,Босанска Крајина,Горњи Петровићи/Босанска Крупа,44.8673801,16.248461
cluster,E,non_I2,Founder,E-L241,Јездимировић,Аранђеловдан,Мачва,Шабац,44.7571535,19.6953972
cluster,PH908_primary,PH908_family,Founder,FT14506,Јекић,Никољдан,Стари Влах,Медовине/Ивањица,43.3410712,20.2004153
cluster,E,non_I2,Founder,E-Z1057,Јекић,Стевањдан,Банија,Грабовац Бански/Петриња,45.3299747,16.2376174
cluster,J2,non_I2,Relic,J-Z7671,Јелачић,Св. Василије Велики,Источни Срем,Нови Карловци/Инђија,45.0787738,20.1788232
cluster,PH908_primary,PH908_family,Founder,FT14506,Јеличић,Никољдан,Босанска Крајина,Борковићи/Бања Лука,44.8211451,16.9992854
cluster,PH908_primary,PH908_family,Founder,FT14506,Јелић,Ђурђевдан,Херцеговина,Орашје Зубци/Требиње,42.6603538,18.4080116
cluster,J2,non_I2,Founder,J-Y155375,Јелић,Ђурђевдан,Североисточна Босна,Ченгић/Бијељина,44.6474906,19.1547291
cluster,PH908_primary,PH908_family,Founder,FT14506,Јелић,Јовањдан,Стари Влах,Ерчеге/Ивањица,43.3658871,20.1659704
cluster,R1a,non_I2,Founder,Y189493,Јелић,Марковдан,Босанска Крајина,Кремна/Прњавор,44.8216214,17.6961577
cluster,PH908_primary,PH908_family,Founder,FT14506,Јеловац,Лазарева Субота,Стара Херцеговина,Захум/Вишњица/Пљевља,43.8313209,17.4494404
cluster,J2,non_I2,Founder,J-Y230579,Јеринић,Никољдан,Мачва,Клупци/Лозница,44.539006,19.2422026
cluster,PH908_primary,PH908_family,Founder,FT14506,Јеринкић,Јовањдан,Западни Банат,Кикинда,45.8300065,20.4653054
cluster,PH908_primary,PH908_family,Founder,Y58629,Јерковић,Јовањдан,Лика,Дивосело/Госпић,44.5085231,15.3536733
cluster,PH908_primary,PH908_family,Relic,BY77359,Јерковић,Петровдан,Босанска Крајина,Горња Суваја/Босанска Крупа,44.8011011,16.1780291
cluster,R1a,non_I2,Founder,Y189493,Јефтић,Јовањдан,Херцеговина,Опличићи/Чапљина,43.1171721,17.8104965
cluster,I1,non_I2,Founder,FT428459,Јефтић,Стевањдан,Североисточна Босна,Чакловићи Горњи/Тузла,44.5204035,18.7570357
cluster,PH908_primary,PH908_family,Founder,FT16449,Јечменица,Никољдан,Стари Влах,Доброселица/Чајетина,43.6168559,19.7042761
cluster,PH908_primary,PH908_family,Founder,FT16449,Јечменица,Никољдан,Стари Влах,Крњача/Прибој,43.4253222,19.3984642
cluster,PH908_primary,PH908_family,Founder,FT16449,Јечменица,Никољдан,Стара Херцеговина,Црни Врх/Пљевља,43.3876934,19.4001538
cluster,PH908_primary,PH908_family,Founder,FT16449,Јоановић,Стевањдан,Славонија,Доњи Град/Осијек,45.5556845,18.7195614
cluster,I1,non_I2,Founder,FGC22061,Јовановић,Ђурђевдан,Шумадија,Венчане/Аранђеловац,44.4069897,20.4672668
cluster,E,non_I2,Founder,E-FT104106,Јовановић,Ђурђевдан,Западни Банат,Вршац,45.1200117,21.298788
cluster,Y3120_deep_mid_nonPH908,nonPH908_I2,Founder,Z17855,Јовановић,Ђурђевдан,Косово,Горње Вараге/Зубин Поток,42.9822393,20.5802612
cluster,I1,non_I2,Founder,FGC22061,Јовановић,Ђурђевдан,Североисточна Босна,Доња Трнова/Угљевик,44.6542937,19.0952808
cluster,R1b,non_I2,Founder,BY38894,Јовановић,Ђурђевдан,Шумадија,Забојница/Кнић,43.9973838,20.7499552
cluster,PH908_primary,PH908_family,Founder,FT14506,Јовановић,Ђурђевдан,Колубара,Маркова Црква/Лајковац,44.328494,20.085404
cluster,PH908_primary,PH908_family,Founder,FT14506,Јовановић,Ђурђевдан,Стари Влах,Милатовићи/Лучани,43.7276927,20.3696394
cluster,E,non_I2,Founder,E-Y128213,Јовановић,Ђурђевдан,Североисточна Босна,Сухо Поље/Бијељина,44.6928537,19.0961397
cluster,J2,non_I2,Founder,J-Y155375,Јовановић,Ђурђевдан,Мачва,Шабац,44.7571535,19.6953972
cluster,J2,non_I2,Founder,J-L70,Јовановић,Ђурђиц,Косово,Беревце/Штрпце,42.2458349,21.0250942
cluster,J2,non_I2,Founder,J-Y22059,Јовановић,Ђурђиц,Мачва,Меховине/Владимирци,44.6379674,19.7811087
cluster,E,non_I2,Founder,E-FT178289,Јовановић,Јовањдан,Североисточна Босна,Бобетино Брдо/Лопаре,44.7455256,18.9259586
cluster,PH908_primary,PH908_family,Founder,Y58629,Јовановић,Јовањдан,Североисточна Босна,Буквари/Буковица Доња/Бијељина,44.8233309,18.9823472
cluster,N,non_I2,Founder,N-FT213937,Јовановић,Јовањдан,Шумадија,Велика Иванча/Младеновац,44.4259017,20.5796709
cluster,R1a,non_I2,Founder,Z280,Јовановић,Јовањдан,Понишавље,Велики Вртоп/Гаџин Хан,43.1347735,22.1725958
cluster,N,non_I2,Founder,N-FT213937,Јовановић,Јовањдан,Топлица,Вукојевац/Куршумлија,43.021094,21.1871445
cluster,PH908_primary,PH908_family,Relic,Y189089,Јовановић,Јовањдан,Херцеговина,Хум/Требиње,42.7284887,18.1946559
cluster,I1,non_I2,Founder,BY169301,Јовановић,Андријевдан,Метохија,Раштане/Сува Река,42.3621996,20.8315238
cluster,J2,non_I2,Founder,J-L70,Јовановић,Аранђеловдан,Шумадија,Лоћика/Рековац,43.8578945,21.1867475
cluster,R1b,non_I2,Founder,FT49714,Јовановић,Аранђеловдан,Брда,Лутово/Подгорица,42.6279981,19.3856978
cluster,J2,non_I2,Relic,J-FT159176,Јовановић,Аранђеловдан,Западна Македонија,Ореовец/Македонски Брод,41.4918964,21.1316653
cluster,PH908_primary,PH908_family,Founder,BY93199,Јовановић,Аранђеловдан,Шумадија,Парцани/Сопот,44.5673578,20.5266613
cluster,R1a,non_I2,Founder,L1029,Јовановић,Аранђеловдан,Понишавље,Пирот,43.1547342,22.5865039
cluster,E,non_I2,Founder,E-PH1395,Јовановић,Аранђеловдан,Косово,Приштина,42.6638771,21.1640849
cluster,PH908_primary,PH908_family,Relic,BY97841,Јовановић,Аранђеловдан,Колубара,Ушће/Обреновац,44.629333,20.006634
cluster,J2,non_I2,Founder,J-Z38299,Јовановић,Зачеће Св. Јована Крститеља,Стара Херцеговина,Рисан/Котор,42.5149792,18.6955649
cluster,G,non_I2,Relic,G-L13,Јовановић,Лучиндан,Рашка,Видово/Нови Пазар,43.1606536,20.4662146
cluster,PH908_primary,PH908_family,Founder,FT16449,Јовановић,Митровдан,Мачва,Радаљ/Мали Зворник,44.4038889,19.1833333
cluster,PH908_primary,PH908_family,Founder,Y56203,Јовановић,Мратиндан,Рашка,Видово/Нови Пазар,43.1606536,20.4662146
cluster,E,non_I2,Founder,E-Z1057,Јовановић,Никољдан,Мачва,Јеленча/Шабац,44.7343671,19.7351869
cluster,I1,non_I2,Founder,BY169301,Јовановић,Никољдан,Источни Срем,Белегиш/Стара Пазова,45.0188292,20.3313275
cluster,E,non_I2,Founder,E-Z1057,Јовановић,Никољдан,Шумадија,Београд,44.7863236,20.4716856
cluster,G,non_I2,Relic,G-M342,Јовановић,Никољдан,Шумадија,Бождаревац/Барајево,44.564496,20.40044
cluster,R1a,non_I2,Founder,BY30743,Јовановић,Никољдан,Стари Влах,Велес/Гуча/Лучани,41.718869,21.7705695
cluster,PH908_primary,PH908_family,Founder,FT14506,Јовановић,Никољдан,Расина,Вучак/Крушевац,43.5644324,21.2810154
cluster,N,non_I2,Founder,N-FT182494,Јовановић,Никољдан,Мачва,Доње Црниљево/Коцељева,44.4677778,19.6255556
cluster,R1b,non_I2,Founder,BY38894,Јовановић,Никољдан,Стари Влах,Дујке/Сјеница,43.2109699,19.9949295
cluster,R1a,non_I2,Founder,BY30743,Јовановић,Никољдан,Шумадија,Кавадар/Рековац,43.8374553,21.132143
cluster,N,non_I2,Relic,N-PH1612,Јовановић,Никољдан,Косово,Пасјане/Гњилане,42.4059348,21.4962974
cluster,E,non_I2,Founder,E-Y126722,Јовановић,Никољдан,Метохија,Пећ,46.0765092,18.2280317
cluster,R1a,non_I2,Founder,Y260767,Јовановић,Никољдан,Североисточна Босна,Тиња/Сребреник,44.6905106,18.5051362
cluster,G,non_I2,Founder,G-Y128480,Јовановић,Пантелијевдан,Шумадија,Велико Орашје/Велика Плана,44.371241499999996,21.0887509
cluster,E,non_I2,Founder,E-Z13591,Јовановић,Петковдан,Шумадија,Велика Плана,44.3324574,21.075786
cluster,E,non_I2,Founder,E-Z13591,Јовановић,Петковдан,Косово,Врбница/Косовска Митровица,42.8341906,20.83857
cluster,R1a,non_I2,Founder,Z280,Јовановић,Петковдан,Тимочка Крајина,Мокрање/Неготин,44.1565767,22.5457659
cluster,E,non_I2,Founder,E-FT178289,Јовановић,Св. Јован Златоусти,Стари Влах,Дљин/Лучани,43.8688788,20.1433467
