target_relic_rate,target_founder_rate,control_relic_rate,control_founder_rate,target_relic_n,target_founder_n,control_relic_n,control_founder_n,target_relic_yes,target_founder_yes,control_relic_yes,control_founder_yes,target_relic_minus_founder,control_relic_minus_founder,did_lift,unit_type,control_set,metric,n_perm,target_slavafreq_p,target_cellfreq_p,target_branchsize_cellfreq_p,class_slavafreq_p,class_cellfreq_p,class_branchsize_cellfreq_p
0.40625,0.16786570743405277,0.1232876712328767,0.2210604929051531,128,417,219,1339,52,70,27,296,0.23838429256594723,-0.09777282167227638,0.3361571142382236,surname_region_terminal,non_I2_excl_R1a,own_family_social_xsurname_xlocation,5000,9.998000399920016e-4,0.005598880223955209,NA,1.999600079984003e-4,1.999600079984003e-4,NA
