unit_type,control_set,n_perm,geo_did,social_spatial_did,geo_target_relic_rate,geo_target_founder_rate,social_target_relic_rate,social_target_founder_rate,target_relic_n,target_founder_n,target_slavafreq_joint_p,target_cellfreq_joint_p,class_slavafreq_joint_p,class_cellfreq_joint_p,target_slavafreq_geo_p,target_slavafreq_social_p,target_cellfreq_geo_p,target_cellfreq_social_p,class_slavafreq_geo_p,class_slavafreq_social_p,class_cellfreq_geo_p,class_cellfreq_social_p
cluster,non_I2_excl_R1a,500,0.26610383422665485,0.2937732091099819,0.7142857142857143,0.5348314606741573,0.3533834586466165,0.11235955056179775,133,445,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.007984031936127744,0.001996007984031936,0.017964071856287425,0.023952095808383235,0.00998003992015968,0.001996007984031936,0.03592814371257485
cluster,all_non_I2,500,0.2573301230604602,0.28112556672580324,0.7142857142857143,0.5348314606741573,0.3533834586466165,0.11235955056179775,133,445,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.011976047904191617,0.059880239520958084,0.023952095808383235,0.011976047904191617,0.029940119760479042
surname_region_terminal,non_I2_excl_R1a,500,0.25778693090044535,0.2872666702598969,0.71875,0.5467625899280576,0.3515625,0.11031175059952038,128,417,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.017964071856287425,0.015968063872255488,0.021956087824351298,0.003992015968063872,0.021956087824351298
surname_region_terminal,all_non_I2,500,0.24946215754668988,0.27604872919845946,0.71875,0.5467625899280576,0.3515625,0.11031175059952038,128,417,0.001996007984031936,0.001996007984031936,0.007984031936127744,0.001996007984031936,0.001996007984031936,0.005988023952095809,0.001996007984031936,0.017964071856287425,0.03992015968063872,0.04790419161676647,0.013972055888223553,0.015968063872255488
location_terminal,non_I2_excl_R1a,500,0.25704761246743923,0.2884757592687831,0.7121212121212122,0.5474452554744526,0.3484848484848485,0.11435523114355231,132,411,0.001996007984031936,0.001996007984031936,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.027944111776447105,0.003992015968063872,0.015968063872255488,0.011976047904191617,0.021956087824351298,0.005988023952095809,0.05588822355289421
location_terminal,all_non_I2,500,0.24792175772998437,0.2752610041257858,0.7121212121212122,0.5474452554744526,0.3484848484848485,0.11435523114355231,132,411,0.001996007984031936,0.001996007984031936,0.00998003992015968,0.005988023952095809,0.001996007984031936,0.023952095808383235,0.003992015968063872,0.015968063872255488,0.03592814371257485,0.041916167664670656,0.021956087824351298,0.06986027944111776
