target_relic_rate,target_founder_rate,control_relic_rate,control_founder_rate,target_relic_n,target_founder_n,control_relic_n,control_founder_n,target_relic_yes,target_founder_yes,control_relic_yes,control_founder_yes,target_relic_minus_founder,control_relic_minus_founder,did_lift,unit_type,control_set,metric,n_perm,target_region_branch_p,target_region_size_branch_p,class_target_region_p,target_region_branch_ci_low,target_region_branch_ci_high,target_region_size_branch_ci_low,target_region_size_branch_ci_high,class_target_region_ci_low,class_target_region_ci_high
0.3484848484848485,0.11435523114355231,0.3062730627306273,0.34740444951511695,132,411,271,1753,46,47,83,609,0.2341296173412962,-0.04113138678448963,0.2752610041257858,location_terminal,all_non_I2,other_i2_cloud_xsurname,500,0.001996007984031936,0.001996007984031936,0.007984031936127744,0.010509044814760938,0.19758726070612875,0.00553575194846169,0.20285075597870983,0.0765617681160525,0.24185245653978324
0.4015151515151515,0.17761557177615572,0.35267857142857145,0.3962400578452639,132,411,224,1383,53,73,79,548,0.22389957973899577,-0.04356148641669244,0.2674610661556882,location_terminal,non_I2_excl_R1a,other_i2_social_xsurname_xlocation,500,0.001996007984031936,0.003992015968063872,0.011976047904191617,0.023312327448065082,0.2409245911737718,0.031430717612474984,0.24150917117700293,0.07598502860441858,0.2544782923723995
0.4015151515151515,0.17761557177615572,0.35424354243542433,0.38619509412435826,132,411,271,1753,53,73,96,677,0.22389957973899577,-0.03195155168893393,0.2558511314279297,location_terminal,all_non_I2,other_i2_social_xsurname_xlocation,500,0.001996007984031936,0.005988023952095809,0.017964071856287425,0.017738144911280448,0.22023173969031357,0.0237073044747518,0.20521403628856777,0.07423625171507364,0.2511521344843826
0.3533834586466165,0.11235955056179775,0.30603448275862066,0.3587837837837838,133,445,232,1480,47,50,71,531,0.24102390808481877,-0.05274930102516312,0.2937732091099819,cluster,non_I2_excl_R1a,other_i2_cloud_xsurname,500,0.003992015968063872,0.001996007984031936,0.001996007984031936,0.03205194081206026,0.23091917213515578,0.021323627524495695,0.22209206016864205,0.08130013541739411,0.2552398435773402
0.40601503759398494,0.1707865168539326,0.3535714285714286,0.3852327447833066,133,445,280,1869,54,76,99,720,0.23522852074005235,-0.03166131621187801,0.26688983695193036,cluster,all_non_I2,other_i2_social_xsurname_xlocation,500,0.003992015968063872,0.003992015968063872,0.013972055888223553,0.02757615597983723,0.20948987637633404,0.027578778406690874,0.22190940835234152,0.07378335234152798,0.23756443425980672
0.40625,0.16786570743405277,0.3563636363636364,0.3827777777777778,128,417,275,1800,52,70,98,689,0.23838429256594723,-0.02641414141414139,0.2647984339800886,surname_region_terminal,all_non_I2,other_i2_social_xsurname_xlocation,500,0.003992015968063872,0.005988023952095809,0.011976047904191617,0.003753156565656557,0.22517684091363266,0.019019249940956336,0.21687359884819415,0.06356392669954943,0.23882352697387543
0.40625,0.17266187050359713,0.3563636363636364,0.38333333333333336,128,417,275,1800,52,72,98,690,0.23358812949640287,-0.026969696969696977,0.2605578264660998,surname_region_terminal,all_non_I2,other_i2_social_xsurname,500,0.003992015968063872,0.007984031936127744,0.013972055888223553,0.004651885309933846,0.2183299967980161,0.0022742016613981194,0.2283393143439793,0.06793599154767097,0.2498800448277741
0.40601503759398494,0.1707865168539326,0.35344827586206895,0.3966216216216216,133,445,232,1480,54,76,82,587,0.23522852074005235,-0.04317334575955267,0.278401866499605,cluster,non_I2_excl_R1a,other_i2_social_xsurname_xlocation,500,0.005988023952095809,0.003992015968063872,0.003992015968063872,0.038306889201967585,0.24511882670644053,0.03865451875983032,0.24365660110883297,0.08734179009363044,0.2551201880057484
0.40625,0.16786570743405277,0.3568281938325991,0.3929824561403509,128,417,227,1425,52,70,81,560,0.23838429256594723,-0.03615426230775176,0.274538554873699,surname_region_terminal,non_I2_excl_R1a,other_i2_social_xsurname_xlocation,500,0.005988023952095809,0.003992015968063872,0.013972055888223553,0.01751997052804083,0.24007064287128138,0.024064601314253527,0.2338709710298072,0.07033374903080089,0.26192426601409563
0.40601503759398494,0.1752808988764045,0.3535714285714286,0.3857677902621723,133,445,280,1869,54,78,99,721,0.23073413871758044,-0.03219636169074369,0.2629305004083241,cluster,all_non_I2,other_i2_social_xsurname,500,0.005988023952095809,0.005988023952095809,0.017964071856287425,0.01124568795584464,0.22231370209230922,0.023772387429247227,0.22909934597730278,0.07293009560417897,0.24673986581622587
