target_relic_rate,target_founder_rate,control_relic_rate,control_founder_rate,target_relic_n,target_founder_n,control_relic_n,control_founder_n,target_relic_yes,target_founder_yes,control_relic_yes,control_founder_yes,target_relic_minus_founder,control_relic_minus_founder,did_lift,unit_type,control_set,metric,n_perm,target_slavafreq_p,target_cellfreq_p,target_branchsize_cellfreq_p,class_slavafreq_p,class_cellfreq_p,class_branchsize_cellfreq_p
0.3515625,0.10551558752997602,0.0867579908675799,0.15011202389843167,128,417,219,1339,45,44,19,201,0.24604691247002397,-0.06335403303085177,0.3094009455008757,surname_region_terminal,non_I2_excl_R1a,own_family_cloud_xsurname_xlocation,5000,0.001799640071985603,0.011797640471905619,NA,1.999600079984003e-4,1.999600079984003e-4,NA
