target_relic_rate,target_founder_rate,control_relic_rate,control_founder_rate,target_relic_n,target_founder_n,control_relic_n,control_founder_n,target_relic_yes,target_founder_yes,control_relic_yes,control_founder_yes,target_relic_minus_founder,control_relic_minus_founder,did_lift,unit_type,control_set,metric,n_perm,ph908_removed,ph908_groups_removed,target_region_branch_p,target_region_size_branch_p,class_target_region_p
0.06976744186046512,0,0.0867579908675799,0.15011202389843167,43,21,219,1339,3,0,19,201,0.06976744186046512,-0.06335403303085177,0.13312147489131687,surname_region_terminal,non_I2_excl_R1a,own_family_cloud_xsurname_xlocation,5000,TRUE,PH908_primary;PH908_map_nonprimary,0.06858628274345131,0.07078584283143372,9.998000399920016e-4
0.16279069767441862,0.09523809523809523,0.1232876712328767,0.2210604929051531,43,21,219,1339,7,2,27,296,0.06755260243632338,-0.09777282167227638,0.16532542410859977,surname_region_terminal,non_I2_excl_R1a,own_family_social_xsurname_xlocation,5000,TRUE,PH908_primary;PH908_map_nonprimary,0.05598880223955209,0.059988002399520096,0.05018996200759848
